key,component,file,line,message,severity,type,status
fee2fab8-16ee-4e8f-ac58-2d64b5b3af1d,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,392,Use another way to initialize this instance.,MINOR,BUG,OPEN
18aabe5f-aedc-4b33-bd2f-49c12733471c,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteDynamicConfigSectionStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteDynamicConfigSectionStrategyTest.java,63,"Remove the ""ddata"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
3538d561-f8e0-4476-a562-c1ae78b15ad2,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteDynamicConfigSectionStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteDynamicConfigSectionStrategyTest.java,64,"Remove the ""actorSystem"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
d7ab3a12-8c04-48b8-80fd-f607178b83ee,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteDynamicConfigSectionStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteDynamicConfigSectionStrategyTest.java,64,"Remove this unused ""actorSystem"" private field.",MAJOR,CODE_SMELL,OPEN
0dadb4cc-0f0e-4544-9df3-500113d61c0c,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteWotValidationConfigStrategyTest.java,60,"Remove the ""ddata"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
aff26f7c-3092-4a3e-ad5a-efabd9fe5df9,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteWotValidationConfigStrategyTest.java,61,"Remove the ""actorSystem"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
b05b21b3-d735-4800-b2cf-f5384a541fca,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteWotValidationConfigStrategyTest.java,61,"Remove this unused ""actorSystem"" private field.",MAJOR,CODE_SMELL,OPEN
2579ace2-3c76-4106-99a0-cb45ca953cb6,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/MergeDynamicConfigSectionStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/MergeDynamicConfigSectionStrategyTest.java,49,"Remove the ""actorSystem"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
b96c3331-dcf7-4d06-bd58-935b56b73dd4,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/MergeDynamicConfigSectionStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/MergeDynamicConfigSectionStrategyTest.java,77,"Define a constant instead of duplicating this literal ""test-scope"" 9 times.",CRITICAL,CODE_SMELL,OPEN
43a8461f-cc7a-44f6-a605-18bd23996cee,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/ModifyWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/ModifyWotValidationConfigStrategyTest.java,68,"Remove this unused ""LOGGER"" private field.",MAJOR,CODE_SMELL,OPEN
ef56054a-13ba-498b-945e-dc847939dec4,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/ModifyWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/ModifyWotValidationConfigStrategyTest.java,70,"Remove the ""ddata"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
ef133f0c-329d-456e-92b5-1ac29941212c,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/ModifyWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/ModifyWotValidationConfigStrategyTest.java,71,"Remove the ""actorSystem"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
6a027c57-226d-4e62-9de8-abadb84fd6bb,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/ModifyWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/ModifyWotValidationConfigStrategyTest.java,75,"Rename field ""logger"" to prevent any misunderstanding/clash with field ""LOGGER"".",BLOCKER,CODE_SMELL,OPEN
50e356fb-9c8b-494e-aa6f-d450fef4533f,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/ModifyWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/ModifyWotValidationConfigStrategyTest.java,90,"Define a constant instead of duplicating this literal ""ns:test-id"" 4 times.",CRITICAL,CODE_SMELL,OPEN
1025d3dd-dfa6-4bf9-bc60-a957143acf24,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveAllDynamicConfigSectionsStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveAllDynamicConfigSectionsStrategyTest.java,61,"Remove the ""actorSystem"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
ee9d0c9c-587b-4b53-b863-4e4c7e4ad5c5,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveAllDynamicConfigSectionsStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveAllDynamicConfigSectionsStrategyTest.java,61,"Remove this unused ""actorSystem"" private field.",MAJOR,CODE_SMELL,OPEN
4e013de9-2bf9-4fec-af19-d6bf90504f46,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveDynamicConfigSectionStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveDynamicConfigSectionStrategyTest.java,61,"Remove this unused ""actorSystem"" private field.",MAJOR,CODE_SMELL,OPEN
f57cd17c-e765-459b-a08a-55169f2ecc59,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveDynamicConfigSectionStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveDynamicConfigSectionStrategyTest.java,61,"Remove the ""actorSystem"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
db47fed5-17b8-4825-83fb-4c8b8a8c2823,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveDynamicConfigSectionStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveDynamicConfigSectionStrategyTest.java,85,"Define a constant instead of duplicating this literal ""ns:test-id"" 3 times.",CRITICAL,CODE_SMELL,OPEN
7a747626-049d-44cf-96b7-f9359e13ad74,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,60,"Remove the ""staticConfig"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
9b07780d-8bff-43f6-ba10-590e2119e2e6,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,61,"Remove the ""actorSystem"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
ba72d570-dc7c-4d34-bc52-aeb7f9dbbc26,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,61,"Remove this unused ""actorSystem"" private field.",MAJOR,CODE_SMELL,OPEN
55d341ff-2434-49ec-9e1c-3d04ba6cbb0a,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,107,"Define a constant instead of duplicating this literal ""ns:test-id"" 3 times.",CRITICAL,CODE_SMELL,OPEN
1878dfff-a3ec-40b7-88d5-a43e69cb9627,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,173,"Remove this useless assignment to local variable ""thingEnforce"".",MAJOR,CODE_SMELL,OPEN
a7ec3582-6b1d-43d8-b8b3-6734a5b42a7b,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,173,"Remove this unused ""thingEnforce"" local variable.",MINOR,CODE_SMELL,OPEN
1683d0a3-437b-4521-8a5a-f74cd07ba8f2,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,174,"Remove this unused ""thingForbid"" local variable.",MINOR,CODE_SMELL,OPEN
664e6d76-2791-45c4-8878-842607c97424,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,174,"Remove this useless assignment to local variable ""thingForbid"".",MAJOR,CODE_SMELL,OPEN
6414f4a1-5fa4-4524-b01f-8e11189cc43a,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,175,"Remove this useless assignment to local variable ""featureEnforce"".",MAJOR,CODE_SMELL,OPEN
7cd6b260-f55b-4acd-83b1-3360a0ae02d1,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,175,"Remove this unused ""featureEnforce"" local variable.",MINOR,CODE_SMELL,OPEN
b1411d0c-ac69-4432-bde9-2409537c4f0b,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,176,"Remove this useless assignment to local variable ""featureForbid"".",MAJOR,CODE_SMELL,OPEN
e32180a6-1f03-4fdd-a7c5-41254ec788b8,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategyTest.java,176,"Remove this unused ""featureForbid"" local variable.",MINOR,CODE_SMELL,OPEN
dbbae375-c32b-41a4-94a1-dbd20ea3bbcc,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveWotValidationConfigStrategyTest.java,58,"Remove the ""ddata"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
faed7dd7-1ead-4946-a430-dcb7cc242916,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveWotValidationConfigStrategyTest.java,58,"Remove this unused ""ddata"" private field.",MAJOR,CODE_SMELL,OPEN
d26ce9f0-62f2-4f91-8ad4-e87f6d6576b4,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveWotValidationConfigStrategyTest.java,59,"Remove the ""actorSystem"" field and declare it as a local variable in the relevant methods.",MINOR,CODE_SMELL,OPEN
f93652f1-b68b-46df-8f9d-1d1cb054403c,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveWotValidationConfigStrategyTest.java,59,"Remove this unused ""actorSystem"" private field.",MAJOR,CODE_SMELL,OPEN
9b13959b-409a-4359-9409-f71ca4690958,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveWotValidationConfigStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveWotValidationConfigStrategyTest.java,84,"Define a constant instead of duplicating this literal ""ns:test-id"" 3 times.",CRITICAL,CODE_SMELL,OPEN
502a064b-c591-47ad-a41d-4f41a7bf046a,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/WotValidationConfigUtilsTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/WotValidationConfigUtilsTest.java,37,Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,MINOR,CODE_SMELL,OPEN
3b4a964a-9030-49af-841b-9939bd584b9d,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/WotValidationConfigUtilsTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/WotValidationConfigUtilsTest.java,89,Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,MINOR,CODE_SMELL,OPEN
6573fd9e-4f8b-4128-8350-0f400a9adcb0,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/WotValidationConfigUtilsTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/WotValidationConfigUtilsTest.java,160,Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,MINOR,CODE_SMELL,OPEN
bd94cc77-877a-4880-bd68-b6a67ff7fc96,ditto:deployment/helm/ditto/templates/hooks/pre-upgrade-job.yaml,deployment/helm/ditto/templates/hooks/pre-upgrade-job.yaml,50,Use a specific version tag for the image.,MAJOR,CODE_SMELL,OPEN
c85a3d8f-f3c3-4dd7-9744-3c4df430d52b,ditto:policies/enforcement/src/main/java/org/eclipse/ditto/policies/enforcement/AbstractEnforcerActor.java,policies/enforcement/src/main/java/org/eclipse/ditto/policies/enforcement/AbstractEnforcerActor.java,152,Replace this lambda with method reference 'S.class::cast'. (sonar.java.source not set. Assuming 8 or greater.),MINOR,CODE_SMELL,OPEN
40cdd691-f985-47f4-b82a-42f3b612f481,ditto:json/src/main/java/org/eclipse/ditto/json/JsonCharEscaper.java,json/src/main/java/org/eclipse/ditto/json/JsonCharEscaper.java,34,A Singleton implementation was detected. Make sure the use of the Singleton pattern is required and the implementation is the right one for the context.,INFO,CODE_SMELL,OPEN
216ed322-e87a-4f7f-92f5-141b6837a0d9,ditto:wot/api/src/main/java/org/eclipse/ditto/wot/api/validator/DefaultWotThingModelValidator.java,wot/api/src/main/java/org/eclipse/ditto/wot/api/validator/DefaultWotThingModelValidator.java,436,"Define a constant instead of duplicating this literal ""validateFeature"" 3 times.",CRITICAL,CODE_SMELL,OPEN
0000cabb-a168-4490-8415-b42f13f78422,ditto:wot/validation/src/test/java/org/eclipse/ditto/wot/validation/CurrentThreadExecutor.java,wot/validation/src/test/java/org/eclipse/ditto/wot/validation/CurrentThreadExecutor.java,59,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",MINOR,CODE_SMELL,OPEN
b9ebf309-f3f3-43ca-bd6c-91a809def91a,ditto:wot/validation/src/test/java/org/eclipse/ditto/wot/validation/CurrentThreadExecutor.java,wot/validation/src/test/java/org/eclipse/ditto/wot/validation/CurrentThreadExecutor.java,66,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",MINOR,CODE_SMELL,OPEN
5b3b1e21-3298-4f84-ae9f-59b297edc152,ditto:wot/validation/src/test/java/org/eclipse/ditto/wot/validation/CurrentThreadExecutor.java,wot/validation/src/test/java/org/eclipse/ditto/wot/validation/CurrentThreadExecutor.java,73,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",MINOR,CODE_SMELL,OPEN
092a02df-c4c6-4d82-b83b-70621d69b004,ditto:thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,157,Use another way to initialize this instance.,MINOR,BUG,OPEN
b8bca87c-d9da-4b93-bc22-a3679f50be9f,ditto:thingsearch/model/src/main/java/org/eclipse/ditto/thingsearch/model/signals/commands/query/AggregateThingsMetrics.java,thingsearch/model/src/main/java/org/eclipse/ditto/thingsearch/model/signals/commands/query/AggregateThingsMetrics.java,86,"Rename field ""filter"" to prevent any misunderstanding/clash with field ""FILTER"".",BLOCKER,CODE_SMELL,OPEN
1e4b88b9-7f42-4737-8ced-1f271fabb4ed,ditto:thingsearch/service/src/main/java/org/eclipse/ditto/thingsearch/service/persistence/read/MongoThingsAggregationPersistence.java,thingsearch/service/src/main/java/org/eclipse/ditto/thingsearch/service/persistence/read/MongoThingsAggregationPersistence.java,108,Remove useless curly braces around statement (sonar.java.source not set. Assuming 8 or greater.),MINOR,CODE_SMELL,OPEN
881f4863-d942-4701-b4e9-1c6e1bde0535,ditto:thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,75,"Rename this field ""SYSTEM"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,CODE_SMELL,OPEN
3a19891c-56a4-4f4b-9c1e-6e076dfd3ded,ditto:thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,89,"Define a constant instead of duplicating this literal ""thingId"" 3 times.",CRITICAL,CODE_SMELL,OPEN
f1d7ea71-b851-41e7-9e7d-dfe708594c0c,ditto:thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,90,"Define a constant instead of duplicating this literal ""serial"" 3 times.",CRITICAL,CODE_SMELL,OPEN
b9178164-21ba-4afa-8912-56c1878b70c3,ditto:thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,91,"Define a constant instead of duplicating this literal ""model"" 3 times.",CRITICAL,CODE_SMELL,OPEN
fb0b9b23-64da-4cb7-bd09-f9fc8b7e56e5,ditto:thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,91,"Define a constant instead of duplicating this literal ""Speaking coffee machine"" 3 times.",CRITICAL,CODE_SMELL,OPEN
2ff6e7d6-9586-4d43-bd0f-84747c4ebf01,ditto:thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,92,"Define a constant instead of duplicating this literal ""location"" 3 times.",CRITICAL,CODE_SMELL,OPEN
c6f49ec0-9b6c-4e82-8571-13ccba4b5f9b,ditto:thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,93,"Define a constant instead of duplicating this literal ""readySince"" 3 times.",CRITICAL,CODE_SMELL,OPEN
072a65d8-5fa8-499c-8c13-73f4586485c5,ditto:thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,94,"Define a constant instead of duplicating this literal ""readyUntil"" 3 times.",CRITICAL,CODE_SMELL,OPEN
a90ceff8-c311-47af-af95-775027b158ed,ditto:thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,123,This block of commented-out lines of code should be removed.,MAJOR,CODE_SMELL,OPEN
e02152e1-ec0c-4ec0-804e-d0e9ea8f9f6a,ditto:thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,thingsearch/service/src/test/java/org/eclipse/ditto/thingsearch/service/starter/actors/AggregateThingsMetricsActorTest.java,157,Move the contents of this initializer to a standard constructor or to field initializers.,MAJOR,CODE_SMELL,OPEN
0cc275bd-f8f5-4b88-9c27-f22cf4f195d5,ditto:ui/modules/environments/authorization.ts,ui/modules/environments/authorization.ts,244,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,CRITICAL,CODE_SMELL,OPEN
9dea870c-84f8-457b-9af8-8f10899aa624,ditto:internal/utils/persistent-actors/src/main/java/org/eclipse/ditto/internal/utils/persistentactors/AbstractPersistenceActor.java,internal/utils/persistent-actors/src/main/java/org/eclipse/ditto/internal/utils/persistentactors/AbstractPersistenceActor.java,851,"Remove this unnecessary null check; ""instanceof"" returns false for nulls.",MINOR,CODE_SMELL,OPEN
52b67d7c-3e88-4511-846a-452a1b0c989b,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/MigrateThingDefinitionStrategyTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/MigrateThingDefinitionStrategyTest.java,101,This accessibility update should be removed.,MAJOR,CODE_SMELL,OPEN
a2b49819-9e9b-44b7-b583-3080ffe81440,ditto:gateway/service/src/test/java/org/eclipse/ditto/gateway/service/endpoints/routes/things/ThingsRouteTest.java,gateway/service/src/test/java/org/eclipse/ditto/gateway/service/endpoints/routes/things/ThingsRouteTest.java,119,"Define a constant instead of duplicating this literal ""/things/"" 11 times.",CRITICAL,CODE_SMELL,OPEN
06da1884-1514-4c81-9cfe-33ce000880ce,ditto:protocol/src/main/java/org/eclipse/ditto/protocol/mappingstrategies/ThingDefinitionMigrateCommandResponseMappingStrategies.java,protocol/src/main/java/org/eclipse/ditto/protocol/mappingstrategies/ThingDefinitionMigrateCommandResponseMappingStrategies.java,28,A Singleton implementation was detected. Make sure the use of the Singleton pattern is required and the implementation is the right one for the context.,INFO,CODE_SMELL,OPEN
fae6d806-6530-470e-ab9e-c33aa63d060f,ditto:protocol/src/main/java/org/eclipse/ditto/protocol/mappingstrategies/ThingDefinitionMigratedEventMappingStrategies.java,protocol/src/main/java/org/eclipse/ditto/protocol/mappingstrategies/ThingDefinitionMigratedEventMappingStrategies.java,30,A Singleton implementation was detected. Make sure the use of the Singleton pattern is required and the implementation is the right one for the context.,INFO,CODE_SMELL,OPEN
1563e03a-0314-4cb8-82e2-459cf4dfef7f,ditto:protocol/src/test/java/org/eclipse/ditto/protocol/adapter/things/ThingDefinitionMigrateThingDefinitionCommandResponseAdapterTest.java,protocol/src/test/java/org/eclipse/ditto/protocol/adapter/things/ThingDefinitionMigrateThingDefinitionCommandResponseAdapterTest.java,91,Replace this use of System.out by a logger.,MAJOR,CODE_SMELL,OPEN
5b2dfa58-1019-4395-ab74-cf085c7b559e,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/signals/commands/modify/MigrateThingDefinitionTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/signals/commands/modify/MigrateThingDefinitionTest.java,75,"Define a constant instead of duplicating this literal ""https://models.example.com/thing-definition-1.0.0.tm.jsonld"" 10 times.",CRITICAL,CODE_SMELL,OPEN
b0fc5e45-3057-4d60-883f-0bded21a46be,ditto:rql/query/src/test/java/org/eclipse/ditto/rql/query/things/ThingPredicateVisitorTest.java,rql/query/src/test/java/org/eclipse/ditto/rql/query/things/ThingPredicateVisitorTest.java,70,"Define a constant instead of duplicating this literal ""anInteger"" 8 times.",CRITICAL,CODE_SMELL,OPEN
30f91adb-6c38-45fa-bc60-7290c5900c1e,ditto:rql/query/src/test/java/org/eclipse/ditto/rql/query/things/ThingPredicateVisitorTest.java,rql/query/src/test/java/org/eclipse/ditto/rql/query/things/ThingPredicateVisitorTest.java,73,"Define a constant instead of duplicating this literal ""aBoolean"" 8 times.",CRITICAL,CODE_SMELL,OPEN
e3919dee-ad50-417d-b437-ded928f678ce,ditto:rql/query/src/test/java/org/eclipse/ditto/rql/query/things/ThingPredicateVisitorTest.java,rql/query/src/test/java/org/eclipse/ditto/rql/query/things/ThingPredicateVisitorTest.java,506,"Define a constant instead of duplicating this literal ""Filtering '"" 8 times.",CRITICAL,CODE_SMELL,OPEN
f4180178-3cad-4166-802c-1ab045a212f6,ditto:rql/query/src/test/java/org/eclipse/ditto/rql/query/things/ThingPredicateVisitorTest.java,rql/query/src/test/java/org/eclipse/ditto/rql/query/things/ThingPredicateVisitorTest.java,506,"Define a constant instead of duplicating this literal ""' should be true"" 7 times.",CRITICAL,CODE_SMELL,OPEN
